industry,industry_category,country,state,sector,size,assessment_year,certification_cycle,overall_score,impact_area_community,impact_area_customers,impact_area_environment,impact_area_governance,impact_area_workers,impact_area_community_na_score,impact_area_customers_na_score,impact_area_environment_na_score,impact_area_governance_na_score,impact_area_workers_na_score,ia_environment_it_air_climate
Apparel,Retail,Netherlands The,North Holland,Wholesale/Retail, 1-9,2021,2.0,102.8,37.4,5.0,18.8,16.5,20.0,0.0,0.0,1.0,0.0,4.0,1.0
Hospital,Human health & social work,Argentina,Chubut Province,Service with Significant Environmental Footprint, 50-249,2024,1.0,107.8,19.7,29.3,15.4,15.4,21.9,0.0,0.0,1.4,0.0,4.4,3.7
Food products,Manufactured Goods,United States,California,Manufacturing, 50-249,2024,1.0,95.0,31.1,3.4,24.8,14.5,17.7,2.0,0.0,1.3,0.0,0.0,4.4
Food products,Manufactured Goods,United States,California,Manufacturing, 50-249,2020,2.0,93.5,37.1,2.9,25.0,13.1,11.3,2.3,0.0,1.1,0.0,0.4,2.3
Postal & courier activities,Transportation & storage,United Kingdom,United Kingdom,Service with Significant Environmental Footprint, 10-49,2023,1.0,93.7,21.3,4.5,13.0,16.3,24.7,0.0,0.0,10.9,0.0,2.7,4.2
Electrical equipment,Wholesale,Australia,Victoria,Wholesale/Retail, 10-49,2024,1.0,102.5,15.7,4.2,32.4,16.8,28.6,0.0,0.0,4.5,0.0,0.0,6.6
Electrical equipment,Wholesale,Australia,Victoria,Wholesale/Retail, 10-49,2021,2.0,100.2,14.2,4.2,31.6,16.8,28.7,0.0,0.0,4.5,0.0,0.0,6.5
Electrical equipment,Wholesale,Australia,Victoria,Wholesale/Retail, 10-49,2017,3.0,82.6,16.9,0.0,29.5,10.8,24.4,0.0,0.0,0.0,0.0,1.0,2.9
Electrical equipment,Wholesale,Australia,Victoria,Wholesale/Retail, 10-49,2015,4.0,80.0,18.3,0.0,30.9,9.1,19.3,0.5,0.0,0.0,0.0,2.0,2.9
Environmental consulting,Professional & technical services,Spain,Asturias,Service with Significant Environmental Footprint, 1-9,2024,1.0,128.6,23.5,4.8,50.6,19.4,13.7,3.7,0.0,9.7,0.0,2.9,8.4
Environmental consulting,Professional & technical services,Spain,Asturias,Service with Significant Environmental Footprint, 1-9,2021,2.0,113.7,23.0,4.8,36.3,19.4,12.9,3.6,0.0,10.6,0.0,2.7,8.4
Food products,Wholesale,United Kingdom,England,Wholesale/Retail, 1-9,2021,1.0,83.0,15.5,2.6,14.7,16.8,25.3,3.0,0.0,0.9,0.0,3.8,9.2
Environmental consulting,Professional & technical services,United Kingdom,South Gloucestershire,Service, 10-49,2024,1.0,83.9,17.3,22.3,5.9,17.6,14.7,2.2,0.0,0.0,0.0,3.7,1.0
Environmental consulting,Professional & technical services,United Kingdom,South Gloucestershire,Service, 10-49,2020,2.0,83.8,17.0,19.3,7.1,16.8,17.6,1.7,0.0,0.0,0.0,4.1,0.8
Paper & paper products,Manufactured Goods,Italy,Province of Pavia,Manufacturing, 50-249,2020,1.0,85.1,17.6,3.7,30.9,7.3,19.6,0.0,0.3,0.0,0.0,5.5,7.3
Advertising & market research,Professional & technical services,United Kingdom,California,Service, 1-9,2025,1.0,103.0,37.9,4.6,7.2,18.7,31.1,1.7,0.0,0.0,0.0,1.5,3.0
"Other professional, scientific & tech",Professional & technical services,United Kingdom,Somerset,Service, 10-49,2020,2.0,94.7,32.1,4.0,7.0,18.8,29.2,2.0,0.0,0.0,0.0,1.4,3.0
Management consultant - for-profits,Professional & technical services,United States,Ohio,Service, 0,2024,1.0,97.0,34.6,27.1,8.3,16.7,23.9,4.4,0.0,5.5,0.0,1.7,3.5
Other personal services,Other services,Poland,Pomeranian Voivodeship,Service, 1-9,2025,1.0,119.6,21.3,5.0,35.8,19.8,27.0,2.3,0.0,4.2,0.0,3.9,2.9
Other personal services,Other services,Poland,Pomeranian Voivodeship,Service with Significant Environmental Footprint, 10-49,2022,2.0,123.4,17.9,5.0,40.9,17.1,20.6,3.3,0.0,12.5,0.0,5.9,3.1
Mobile applications,"Information, communication & technology",Turkey,Istanbul Province,Service, 1-9,2023,1.0,80.2,16.9,4.1,4.1,12.7,31.3,2.2,0.0,2.7,0.0,5.9,0.4
Investment advising,Financial & insurance activities,France,Occitania,Service, 1-9,2022,1.0,101.7,20.6,18.9,6.9,17.4,28.0,3.2,0.3,0.0,0.0,5.9,3.3
Personal care products,Wholesale,Spain,Catalonia,Wholesale/Retail, 250-999,2024,1.0,88.4,18.5,5.8,20.6,18.1,24.0,0.0,0.0,0.0,0.0,1.2,7.4
Apparel,Manufactured Goods,Canada,Ontario,Manufacturing, 10-49,2024,1.0,90.2,42.0,2.2,20.1,13.6,8.6,2.8,0.0,0.1,0.0,0.3,1.0
Pension/retirement plans,Financial & insurance activities,United Kingdom,London,Service, 50-249,2021,1.0,95.9,21.8,3.6,10.0,22.8,33.0,1.9,0.0,0.0,0.0,2.6,3.6
Equity investing - Developed Markets,Financial & insurance activities,France,Île-de-France,Service, 1-9,2021,1.0,126.9,14.2,45.1,10.0,20.3,22.9,2.7,0.8,0.0,0.0,10.5,2.3
Animal Production,"Agriculture, forestry & fishing",Mexico,Mexico City,Agriculture/Growers, 50-249,2021,1.0,81.3,15.6,3.1,28.2,15.1,9.2,1.6,0.0,5.7,0.0,2.6,2.3
Beverages,Manufactured Goods,United States,Massachusetts,Manufacturing, 10-49,2021,1.0,110.6,32.4,1.8,34.4,16.4,20.7,2.8,0.0,1.1,0.0,0.7,9.2
Beverages,Manufactured Goods,United States,Massachusetts,Manufacturing, 10-49,2018,2.0,99.0,46.8,0.0,24.8,7.5,19.6,0.0,0.0,0.1,0.0,0.0,2.9
Other retail sale,Retail,France,Paris,Wholesale/Retail, 10-49,2019,1.0,111.5,17.0,13.8,34.1,16.5,22.7,0.0,0.0,0.5,0.0,6.6,5.9
Computers & electronics,Retail,Italy,Province of Pordenone,Wholesale/Retail, 10-49,2024,1.0,86.2,12.0,4.7,19.7,16.4,27.8,2.9,0.0,0.0,0.0,2.4,3.9
Management consultant - for-profits,Professional & technical services,Denmark,Region Zealand,Service with Significant Environmental Footprint, 1-9,2025,1.0,106.0,23.3,26.2,12.2,14.9,17.3,2.3,0.0,8.9,0.0,0.7,1.8
Management consultant - for-profits,Professional & technical services,Denmark,Capital Region of Denmark,Service with Significant Environmental Footprint, 1-9,2020,2.0,94.4,14.8,25.2,11.8,14.6,13.6,2.4,0.0,6.5,0.0,5.3,0.0
Management consultant - for-profits,Professional & technical services,Denmark,Capital Region of Denmark,Service, 10-49,2018,3.0,86.5,25.4,7.4,9.9,14.5,26.3,2.0,0.0,0.0,0.0,1.0,2.9
General retail via Internet,Retail,Switzerland,Canton of Vaud,Wholesale/Retail, 10-49,2024,1.0,113.0,24.8,4.5,37.0,19.0,25.1,0.0,0.0,0.0,0.0,2.3,5.9
General retail via Internet,Retail,Switzerland,Canton of Vaud,Wholesale/Retail, 10-49,2021,2.0,104.3,22.0,4.5,37.4,18.7,17.7,0.0,0.0,0.0,0.0,3.8,3.7
Apparel,Wholesale,Netherlands The,North Holland,Wholesale/Retail, 1-9,2023,1.0,86.6,19.5,1.5,22.6,17.5,25.3,0.0,0.0,0.0,0.0,0.0,2.8
Advertising & market research,Professional & technical services,United Kingdom,Royal Borough of Kensington and Chelsea,Service, 10-49,2024,1.0,96.1,23.0,5.2,12.4,18.9,31.8,0.0,0.0,2.0,0.0,2.5,4.8
Advertising & market research,Professional & technical services,United Kingdom,London,Service, 1-9,2019,2.0,88.3,15.6,5.8,12.4,19.3,29.9,1.7,0.0,0.9,0.0,2.4,5.8
Advertising & market research,Professional & technical services,United Kingdom,London,Service, 10-49,2017,3.0,81.5,15.0,11.8,8.8,11.6,32.8,0.0,0.0,0.0,0.0,1.2,2.9
Social networks & info sharing,"Information, communication & technology",China,Shanghai,Service, 1-9,2024,1.0,82.0,27.9,5.8,10.9,11.4,24.4,0.0,0.0,0.5,0.0,0.8,1.7
Social networks & info sharing,"Information, communication & technology",China,Shanghai,Service, 10-49,2021,2.0,84.7,21.0,15.6,5.4,12.4,28.8,0.0,0.0,0.3,0.0,0.9,0.9
Social networks & info sharing,"Information, communication & technology",China,Shanghai,Service, 1-9,2017,3.0,86.9,24.9,12.3,2.1,11.9,32.7,2.4,0.0,0.6,0.0,0.0,2.9
Beverages,Retail,Switzerland,Canton of Zug,Wholesale/Retail, 1-9,2024,1.0,111.1,35.7,3.6,28.0,16.8,20.5,0.0,0.0,5.4,0.0,0.7,3.2
"Other professional, scientific & tech",Professional & technical services,Italy,Province of Rimini,Service, 10-49,2021,1.0,84.1,16.1,4.3,11.5,16.4,28.5,0.0,0.0,0.8,0.0,6.3,4.6
Investment advising,Financial & insurance activities,United Kingdom,City of London,Service, 50-249,2024,1.0,87.5,13.8,1.7,11.4,17.7,35.2,1.4,0.0,0.0,0.0,2.9,5.9
Investment advising,Financial & insurance activities,United Kingdom,London,Service, 50-249,2020,2.0,83.3,13.8,1.7,9.9,17.7,35.3,1.4,0.0,0.0,0.0,2.9,4.3
Arts & entertainment,"Arts, entertainment & recreation",United Kingdom,Suffolk,Service with Significant Environmental Footprint, 1-9,2024,1.0,85.3,15.3,4.1,17.1,15.5,26.3,2.9,0.0,0.5,0.0,3.2,5.7
Other publishing activities,Publishing - Print,United Kingdom,Oxfordshire,Service, 10-49,2024,1.0,121.1,21.2,4.6,31.2,22.0,35.0,2.8,0.0,1.1,0.0,3.0,5.0
Other publishing activities,Publishing - Print,United Kingdom,Oxfordshire,Service, 10-49,2020,2.0,80.9,14.2,4.5,9.6,11.4,34.4,2.2,0.0,1.5,0.0,2.9,3.5
Advertising & market research,Professional & technical services,Netherlands The,North Holland,Service, 10-49,2021,1.0,86.1,22.9,7.2,5.8,21.3,24.8,0.0,0.0,0.4,0.0,3.4,1.7
Advertising & market research,Professional & technical services,United States,District of Columbia,Service, 10-49,2024,1.0,82.4,23.8,5.0,7.5,15.9,28.3,0.0,0.0,0.6,0.0,1.1,0.8
Advertising & market research,Professional & technical services,United States,District of Columbia,Service, 10-49,2020,2.0,81.2,23.3,4.1,7.5,15.9,29.0,1.2,0.0,0.0,0.0,0.0,0.8
Beverages,Manufactured Goods,United States,Connecticut,Manufacturing, 250-999,2024,1.0,87.6,17.4,4.4,19.5,15.8,28.1,1.6,0.0,0.0,0.0,0.5,4.0
Beverages,Manufactured Goods,United States,Connecticut,Manufacturing, 50-249,2021,2.0,81.8,35.4,2.0,8.1,8.1,25.9,1.9,0.0,0.2,0.0,0.0,1.3
Software publishing and SaaS platforms,"Information, communication & technology",United States,Colorado,Service, 10-49,2024,1.0,103.2,10.7,45.9,0.1,15.0,28.8,2.0,0.0,0.0,0.0,0.5,0.1
Other financial services,Financial & insurance activities,Mauritius,Port Louis,Service, 50-249,2024,1.0,118.8,10.9,58.6,4.8,14.8,21.6,0.9,0.0,0.2,0.0,6.6,1.7
Other financial services,Financial & insurance activities,Mauritius,Port Louis,Service, 50-249,2021,2.0,128.6,10.8,67.3,7.5,14.6,19.4,0.9,0.0,0.0,0.0,7.6,2.5
Environmental consulting,Professional & technical services,Brazil,São Paulo,Service, 10-49,2021,1.0,90.0,21.5,1.4,14.3,19.4,26.5,2.4,0.0,0.3,0.0,3.9,2.0
Apparel,Retail,Italy,Piedmont,Wholesale/Retail, 50-249,2024,1.0,86.5,15.7,4.5,25.1,13.4,24.7,0.0,0.0,0.4,0.0,2.3,7.2
Electrical equipment,Manufactured Goods,Italy,Province of Vicenza,Manufacturing, 10-49,2023,1.0,81.5,16.8,4.1,20.1,16.6,19.1,0.0,0.0,0.2,0.0,4.3,6.7
Materials recovery & recycling,Waste Management & Recycling,Argentina,Córdoba Province,Manufacturing, 1-9,2022,1.0,119.5,17.1,4.5,52.0,14.1,16.7,1.4,0.0,6.2,0.0,7.2,5.7
Other info service activities,"Information, communication & technology",Brazil,São Paulo,Service, 10-49,2024,1.0,116.1,29.2,13.9,8.5,20.0,37.5,3.2,0.0,1.0,0.0,2.3,3.5
Other info service activities,"Information, communication & technology",Brazil,São Paulo,Service, 10-49,2021,2.0,85.8,22.7,10.4,1.9,14.8,25.8,2.7,0.0,0.9,0.0,6.3,0.5
Other manufacturing,Manufactured Goods,Argentina,Buenos Aires Province,Manufacturing, 50-249,2024,1.0,80.3,16.2,2.5,15.7,16.5,21.3,2.3,0.6,0.6,0.0,4.3,4.7
Other retail sale,Retail,France,Île-de-France,Wholesale/Retail, 1000+,2019,1.0,82.3,19.3,3.3,20.7,12.6,20.0,1.1,0.0,0.2,0.0,4.7,8.5
Textiles,Manufactured Goods,Spain,Catalonia,Manufacturing, 1-9,2020,1.0,93.6,13.2,2.4,42.2,14.7,12.9,2.6,0.0,1.4,0.0,3.8,7.5
Spec design (non-building),Professional & technical services,United Kingdom,Wales,Service with Significant Environmental Footprint, 1-9,2023,1.0,88.3,17.9,3.2,15.4,15.8,21.8,3.0,0.0,9.3,0.0,1.6,8.8
Machinery & equipment,Wholesale,United Kingdom,City of Bristol,Wholesale/Retail, 10-49,2024,1.0,94.5,15.5,3.7,23.8,17.7,27.4,2.5,0.0,1.0,0.0,2.5,8.5
Other manufacturing,Manufactured Goods,United Kingdom,Bristol,Manufacturing, 10-49,2021,2.0,99.4,15.5,1.8,32.9,17.1,28.1,2.7,0.0,0.0,0.0,1.0,5.4
Advertising & market research,Professional & technical services,United Kingdom,Manchester,Service, 50-249,2020,1.0,85.0,15.5,2.3,8.0,17.8,36.3,1.5,0.9,0.5,0.0,1.7,3.0
Educational support,Education,Colombia,California,Service, 10-49,2025,1.0,94.2,22.4,25.2,4.3,18.5,21.5,1.1,0.0,0.5,0.0,0.3,0.6
Educational support,Education,Colombia,Cundinamarca Department,Service, 10-49,2021,2.0,103.6,17.6,38.1,2.0,18.3,17.0,2.2,0.0,0.0,0.0,8.0,0.1
Educational support,Education,Colombia,Cundinamarca Department,Service, 1-9,2017,3.0,93.0,15.8,28.5,3.2,15.6,28.5,0.0,0.0,0.3,0.3,0.8,2.9
Educational support,Education,Colombia,Cundinamarca Department,Service, 1-9,2015,4.0,93.4,22.4,45.0,3.0,10.2,12.0,0.0,0.0,0.3,0.4,0.0,2.9
Environmental consulting,Professional & technical services,Denmark,Central Denmark Region,Service, 1-9,2023,1.0,83.2,15.5,0.0,30.9,14.4,16.0,3.1,0.0,0.0,0.0,3.1,2.1
Membership organizations,Other services,United Kingdom,Flintshire,Service, 10-49,2024,1.0,89.1,19.0,3.7,7.8,18.3,34.2,2.9,0.0,0.0,0.0,2.9,1.4
Other personal services,Other services,Chile,Santiago Metropolitan Region,Service, 10-49,2024,1.0,83.2,14.9,2.8,23.8,17.3,17.9,1.9,0.0,0.4,0.0,4.0,2.6
Other personal services,Other services,Chile,Santiago Metropolitan Region,Service, 10-49,2021,2.0,80.5,12.5,2.8,23.8,17.3,17.9,1.5,0.0,0.4,0.0,4.0,2.6
Other personal services,Other services,Chile,Santiago Metropolitan Region,Service, 1-9,2017,3.0,81.1,19.7,0.0,21.0,10.3,26.3,0.0,0.0,3.0,0.0,0.8,2.9
Personal care products,Retail,Ireland,County Dublin,Wholesale/Retail, 10-49,2023,1.0,91.3,11.6,14.3,15.5,17.9,26.2,2.3,0.0,0.4,0.0,2.8,4.9
Beverages,Wholesale,New Zealand,Auckland Region,Wholesale/Retail, 10-49,2024,1.0,129.2,56.2,2.1,31.4,17.1,21.6,0.0,0.0,0.5,0.0,0.0,4.8
Beverages,Wholesale,New Zealand,Auckland Region,Wholesale/Retail, 10-49,2021,2.0,127.4,54.2,2.1,31.8,17.1,21.3,0.0,0.0,0.5,0.0,0.0,4.7
Other education,Education,Australia,Queensland,Service, 50-249,2021,1.0,80.2,11.2,27.6,10.1,13.3,14.8,0.0,0.0,0.0,0.0,3.0,0.7
Other education,Education,Australia,Queensland,Service, 50-249,2017,2.0,81.2,13.9,26.7,8.1,8.0,22.7,0.9,0.0,0.0,0.0,0.9,2.9
Management consultant - for-profits,Professional & technical services,United Kingdom,City of London,Service, 10-49,2024,1.0,95.8,12.5,2.1,7.0,16.1,53.5,1.4,0.0,0.0,0.0,2.8,2.5
Textiles,Retail,France,Île-de-France,Wholesale/Retail, 1-9,2022,1.0,113.2,18.5,4.8,40.1,18.7,21.0,3.1,0.0,0.0,0.0,6.7,2.9
Accounting & auditing,Professional & technical services,United Kingdom,Surrey,Service, 1-9,2024,1.0,98.5,23.2,3.0,8.4,19.3,29.0,2.9,0.0,6.3,0.0,6.1,4.6
Accounting & auditing,Professional & technical services,United Kingdom,Surrey,Service, 1-9,2020,2.0,83.1,22.4,2.7,2.8,17.1,26.9,2.8,0.0,2.5,0.0,5.7,1.7
Apparel,Retail,United States,Oregon,Wholesale/Retail, 0,2024,1.0,116.7,74.8,3.2,9.7,17.8,23.9,7.2,0.0,3.8,0.0,1.7,2.0
Apparel,Retail,United States,Oregon,Wholesale/Retail, 0,2021,2.0,121.2,80.2,3.2,9.3,17.8,23.9,6.8,0.0,3.7,0.0,1.7,1.7
Apparel,Retail,United States,Oregon,Wholesale/Retail, 0,2018,3.0,99.7,74.4,0.0,8.4,16.5,23.9,0.0,0.0,0.3,0.0,1.7,2.9
Textiles,Manufactured Goods,United Kingdom,Scotland,Manufacturing, 1-9,2019,1.0,103.6,34.8,3.2,26.9,14.7,17.5,3.6,0.0,2.0,0.0,0.7,6.4
"Film, TV & music production","Arts, entertainment & recreation",Canada,New Brunswick,Service, 10-49,2023,1.0,80.0,17.1,2.6,4.8,16.5,31.1,2.3,0.0,0.0,0.0,5.3,1.9
"Film, TV & music production","Arts, entertainment & recreation",Canada,New Brunswick,Service, 1-9,2019,2.0,94.1,19.9,12.2,10.8,16.6,26.8,2.7,0.0,0.0,0.0,4.8,4.0
"Film, TV & music production","Arts, entertainment & recreation",Canada,New Brunswick,Service, 1-9,2016,3.0,85.3,24.0,13.5,4.9,14.3,26.4,0.0,0.0,0.0,0.0,2.2,2.9
"Film, TV & music production","Arts, entertainment & recreation",Canada,New Brunswick,Service, 10-49,2014,4.0,96.0,32.7,9.8,7.2,11.4,30.5,2.2,0.0,0.0,0.0,2.3,2.9
Software publishing and SaaS platforms,"Information, communication & technology",France,Paris,Service, 50-249,2024,1.0,101.1,18.1,3.3,12.6,22.8,42.4,1.8,0.0,0.0,0.0,0.0,3.5
Software publishing and SaaS platforms,"Information, communication & technology",France,Paris,Service, 50-249,2020,2.0,96.2,13.4,4.1,14.1,20.3,33.3,1.4,0.0,0.0,0.0,9.3,4.3
Legal activities,Professional & technical services,United Kingdom,Merseyside,Service, 250-999,2021,1.0,90.5,22.3,3.6,15.0,10.6,34.3,0.0,0.0,1.4,0.0,2.9,5.5
Health insurance,Financial & insurance activities,France,Hauts-de-France,Service, 50-249,2019,1.0,84.8,12.3,15.0,5.1,15.5,28.8,0.4,0.0,0.0,0.0,7.4,2.0
Food products,Wholesale,Canada,Quebec,Wholesale/Retail, 1-9,2024,1.0,96.7,19.6,2.6,34.0,13.0,18.1,3.9,0.0,0.6,0.0,4.5,7.0
Food products,Wholesale,Canada,Quebec,Wholesale/Retail, 1-9,2020,2.0,93.2,18.5,2.6,31.4,13.0,18.4,3.7,0.0,0.6,0.0,4.6,7.0
Management consultant - for-profits,Professional & technical services,Colombia,Antioquia Department,Service, 10-49,2020,1.0,87.9,20.2,19.9,3.8,15.6,21.5,2.3,0.0,0.1,0.0,4.0,0.6
Design & building,"Real estate, design & building",United States,Michigan,Wholesale/Retail, 1-9,2020,1.0,99.3,15.6,0.8,50.3,7.0,16.6,2.7,0.0,5.7,0.0,0.3,9.0
Design & building,"Real estate, design & building",United States,Michigan,Wholesale/Retail, 1-9,2016,2.0,138.5,50.7,0.0,58.9,5.1,18.4,0.0,0.0,4.2,0.0,1.2,2.9
Design & building,"Real estate, design & building",United States,Michigan,Service, 1-9,2014,3.0,149.7,44.5,0.0,63.1,8.1,30.4,0.0,0.0,0.9,0.0,2.4,2.9
"Other professional, scientific & tech",Professional & technical services,United Kingdom,City of London,Service, 10-49,2023,1.0,82.1,17.7,13.8,1.0,18.9,26.6,2.0,0.0,0.8,0.0,0.9,0.0
"Other professional, scientific & tech",Professional & technical services,United Kingdom,City of London,Service, 1-9,2020,2.0,88.7,19.4,30.3,2.4,10.6,24.7,0.0,0.0,0.2,0.0,0.8,0.6
Travel agency & related,Administrative & support services,United States,Florida,Service, 10-49,2025,1.0,80.3,21.9,4.5,8.3,18.1,22.5,2.8,0.0,0.6,0.0,1.2,2.5
Beverages,Wholesale,Sweden,Skåne County,Wholesale/Retail, 10-49,2025,1.0,109.4,16.5,4.3,45.9,11.3,28.1,2.9,0.0,0.0,0.0,0.0,6.9
Other info service activities,"Information, communication & technology",Germany,Berlin,Service, 50-249,2021,1.0,106.8,44.6,3.4,9.9,19.3,21.6,2.0,0.0,0.6,0.0,5.0,4.8
Other info service activities,"Information, communication & technology",Germany,Berlin,Service, 10-49,2018,2.0,113.4,57.9,0.0,10.2,15.5,27.9,1.1,0.0,0.0,0.0,0.5,2.9
Other info service activities,"Information, communication & technology",Germany,Berlin,Service, 1-9,2016,3.0,98.1,49.5,0.0,8.5,14.5,24.2,0.8,0.0,0.0,0.0,0.5,2.9
Other info service activities,"Information, communication & technology",Germany,Berlin,Service, 1-9,2014,4.0,98.2,52.9,0.0,11.7,8.3,24.0,0.0,0.0,0.8,0.0,0.6,2.9
Web portals,"Information, communication & technology",United Kingdom,Oxfordshire,Service, 10-49,2024,1.0,131.4,16.9,46.6,3.8,18.7,36.6,2.2,0.0,3.2,0.0,3.1,0.0
Web portals,"Information, communication & technology",United Kingdom,City of Westminster,Service, 10-49,2021,2.0,111.6,13.6,29.4,3.8,19.7,36.9,1.6,0.0,3.2,0.0,2.9,0.0
Web portals,"Information, communication & technology",United Kingdom,City of Westminster,Service, 10-49,2018,3.0,81.4,11.3,16.0,5.8,17.6,28.2,0.4,0.0,0.8,0.0,1.1,2.9
Management consultant - for-profits,Professional & technical services,United States,Massachusetts,Service, 0,2023,1.0,98.2,29.8,35.7,7.0,17.5,23.9,3.4,0.0,4.7,0.0,1.7,3.6
Food products,Manufactured Goods,United States,Oregon,Manufacturing, 250-999,2020,1.0,145.2,19.6,4.4,30.4,14.7,74.2,0.6,0.0,0.2,0.0,0.7,4.0
Food products,Manufactured Goods,United States,Oregon,Manufacturing, 250-999,2018,2.0,102.0,51.1,0.0,16.5,11.5,21.3,0.0,0.0,0.1,0.0,1.2,2.9
Food products,Manufactured Goods,United States,Oregon,Manufacturing, 250-999,2015,3.0,104.0,43.9,1.1,28.9,10.8,17.8,0.0,0.0,0.4,0.0,1.0,2.9
Food products,Manufactured Goods,United States,Oregon,Manufacturing, 50-249,2013,5.0,86.3,25.7,7.5,18.9,11.8,19.7,0.5,0.0,1.1,0.0,0.8,2.9
Food products,Manufactured Goods,United States,Oregon,Manufacturing, 50-249,2013,5.0,80.1,24.0,7.5,17.0,11.5,17.8,0.5,0.0,1.0,0.0,0.8,2.9
Food products,Manufactured Goods,France,Hauts-de-France,Manufacturing, 10-49,2024,1.0,107.2,16.9,8.9,29.7,17.7,28.0,3.2,0.0,0.0,0.0,2.5,1.1
Computers & electronics,Wholesale,France,Pays de la Loire,Wholesale/Retail, 10-49,2021,1.0,98.2,18.8,4.3,28.0,16.1,22.7,3.4,0.0,0.0,0.0,4.6,5.4
Computers & electronics,Wholesale,France,Pays de la Loire,Wholesale/Retail, 10-49,2018,2.0,81.1,25.2,4.5,21.2,7.6,25.2,0.5,0.0,0.2,0.0,1.0,2.9
Web portals,"Information, communication & technology",United States,New York,Service, 50-249,2019,1.0,103.6,19.0,25.8,4.9,16.9,34.5,1.9,0.0,0.3,0.0,0.0,1.4
Other personal services,Other services,United States,New York,Service, 50-249,2016,2.0,83.3,16.3,8.4,7.4,16.7,32.7,0.6,0.0,1.2,0.0,0.0,2.9
Other personal services,Other services,United States,New York,Service, 50-249,2014,3.0,83.7,17.0,14.9,9.4,10.2,30.1,0.0,0.0,0.4,0.0,1.7,2.9
Beverages,Retail,Netherlands The,Amsterdam,Wholesale/Retail, 1-9,2023,1.0,92.1,36.2,0.5,19.4,15.1,8.7,3.1,0.0,7.3,0.0,1.7,8.0
Beverages,Retail,Netherlands The,Amsterdam,Wholesale/Retail, 1-9,2019,2.0,82.4,26.9,0.0,19.6,15.1,8.7,2.8,0.0,7.4,0.0,1.7,8.3
Home health care,Human health & social work,United Kingdom,Royal Borough of Kensington and Chelsea,Service with Significant Environmental Footprint, 50-249,2023,1.0,135.6,19.4,62.7,5.2,7.7,33.1,0.6,0.0,5.5,0.0,1.0,1.5
Architecture design & planning,"Real estate, design & building",Canada,British Columbia,Service, 50-249,2021,1.0,98.8,12.9,0.9,37.8,14.5,28.7,1.2,0.0,0.0,0.0,2.5,2.9
Sports goods,Manufactured Goods,United Kingdom,Cumbria,Manufacturing, 250-999,2020,1.0,82.2,16.9,11.0,8.9,17.4,22.4,0.0,0.0,0.8,0.0,4.5,2.8
Beverages,Manufactured Goods,Australia,Victoria,Manufacturing, 1-9,2021,1.0,129.4,45.8,1.5,41.1,15.8,13.4,4.2,0.0,3.0,0.0,4.2,8.3
Advertising & market research,Professional & technical services,United States,California,Service, 10-49,2024,1.0,105.6,22.3,25.4,3.1,18.7,27.7,2.7,0.0,2.7,0.0,2.7,0.0
Advertising & market research,Professional & technical services,United States,California,Service, 1-9,2020,2.0,95.2,21.0,26.6,0.9,16.6,25.9,2.6,0.0,0.8,0.0,0.4,0.0
Leather & related products,Retail,New Zealand,Auckland Region,Wholesale/Retail, 10-49,2023,1.0,80.1,16.8,3.5,23.2,15.8,17.1,2.9,0.0,0.0,0.0,0.6,3.7
Other business support,Administrative & support services,Italy,Metropolitan City of Bologna,Service with Significant Environmental Footprint, 10-49,2024,1.0,104.1,16.9,3.0,12.0,16.0,52.6,0.0,0.0,1.5,0.0,1.9,3.7
